complaint_id,date,product,sub_product,company,state,channel,narrative,word_count
8696693,2024-04-03,Prepaid card,Government benefit card,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,Web,"Subject : Unauthorized Activity on Bank of America prepaid Account During [REDACTED] Dear Consumer Financial Protection Bureau, I am writing to report unauthorized and fraudulent activity on my Bank of America account during my [REDACTED] from [DATE] to [DATE] . My account was compromised by unknown individuals who gained access to my account information, passwords, and personal details, subsequently using them to make fraudulent transactions without my knowledge or consent. I have submitted multiple documentations and evidence to Bank of America, including medical records and [REDACTED] timeline snapshots which clearly show that I was [REDACTED] during the period when these transactions took place. Despite providing extensive proof of my inability to carry out these transactions due to my [REDACTED] , the unauthorized activity on my claim is still being denied and reopened by managers who look over the claim and agree with my inability to make these purchases. The identity thieves responsible for this fraudulent activity not only accessed my Bank of America account, but also managed to open new accounts, obtain credit cards, book motel rooms, and even purchase a vehicle in my name without my authorization. This egregious breach of my personal information has caused significant distress and financial harm, and I urge the Consumer Financial Protection Bureau to investigate this matter thoroughly. I am a victim of identity theft and financial fraud, and I seek your assistance in having bank of America look at the information I sent them showing my inability to make these purchases and re credit my account for these fraudulent purchases. The account was taken over and the passwords were set by them as well as any calls made to Bank of America during this time frame. The items they are using to substantiate thier claim was set up by the identity thieves and I had no knowledge of the activity taking place with my identity while I was [REDACTED] Thank you for your attention to this matter. I await your prompt response and assistance in resolving this distressing situation. Sincerely, [REDACTED]",339
13643440,2025-05-21,Vehicle or consumer loan,Loan,CREDIT ACCEPTANCE CORPORATION,PA,Web,A used [REDACTED] was sold to me the original sticker price was [AMOUNT] dollars when I got the car I owed [AMOUNT] dollars I deposit [AMOUNT] dollars down and was paying [AMOUNT] a month. When I paid my last payment in [REDACTED] years later and asked for my title they told me credit acceptance company a company I had no idea I was dealing with that I owed for [REDACTED] more years. They said the car was [AMOUNT] and that I owed [AMOUNT] when the car was sold to me in [REDACTED] . I told them that was impossible and thats not what me and the dealership agreed to.,109
6414717,2023-01-09,Vehicle or consumer loan,Loan,CREDIT ACCEPTANCE CORPORATION,TX,Web,"I finance a car through Credit Acceptance in [REDACTED] and during the month I found that they was charging me over [REDACTED] interest rate, then by [DATE] [REDACTED] voluntary return the car because of divorce reason. Then during the same year Credit Acceptance sold the car to another car dealer for more than the value of the loan principal value paying off my debt. Later during [REDACTED] I saw in my credit report that Credit Acceptance open the account and add a balance of [AMOUNT] , immediately I call them and they offer me if I accept and agree paid them [AMOUNT] in [REDACTED] days, they will remote that information from my credit and I decline the offer. I never receive any letters or phone call from them, I called a few time requesting the information about how they calculate those charges and they hang up the call. During that moment and continue as today, Credit Acceptance are reporting on my credit that this loan is close but at the end of the month they report the account open it, increase the balance and later they report to close it. In the attachment you will see the evidence how Credit Acceptance are reporting false information, what cost me me a lot of financial problem.",214
14481590,2025-07-05,Credit reporting,Credit reporting,Experian Information Solutions Inc.,TX,Web,"[REDACTED] , filing this complaint personallyno third party is involved. Theres incorrect information on my credit report thats affecting my ability to buy a home. Ive waited for a response, but nothing has been done. This delay has caused stress and is affecting major plans in my life. Please correct this issue after reviewing the letters Ive submitted.",58
8765207,2024-04-14,Debt collection,Other debt,"Aubrey Thrasher, LLC",IN,Web,"In [REDACTED] , [REDACTED] , I received very strong email communication from Aubrey Thrasher , LLC, a collection firm who was representing [REDACTED] for a business loan for my business, [REDACTED] . Here is an example of [REDACTED] of the many emails they sent. They had not ever called me, nor had they emailed me. I had already made payments on the debt, and had also reached out to their representative, [REDACTED] , who instead chose to use personal insult against me, making fun of my vocabulary in emails, and claiming I was being uncooperative. I wasn't, and I was paying the debt as best I could. I paid the debt off, within the timeframe that was allowed in the the agreement they sent me. Here is [REDACTED] 's email below :. "" I am following up regarding the claim against you by our client, [REDACTED] , [REDACTED] . The case was forwarded to begin litigation via our local attorney. If you have any intention of resolving the debt prior to the filing, please contact me immediately. If you have retained an attorney WHO WILL ACCEPT SUMONS, please have the attorney contact our office as soon as possible. This is an attempt to resolve your case prior to the actual filing of a lawsuit against you personally. Our office has made repeated attempts to resolve this issue with you via email and phone, to no avail. You assured our client that you would resolve this by a certain date, but you have been completely uncooperative. Before we start the litigation process, our client has asked that we extend a final opportunity to the defendants to resolve the case. Upon further research, we now understand that there are personal assets, as well as possible business assets to pursue upon obtaining a judgment. Our client has plead with us not to delay in the filing if you are continually unwilling to resolve the case. Please be advised as of this moment : do not remove, relocate, sell or otherwise obstruct the enforcement of our clients UCC lien against the assets of the business. Should you decide to settle the account in a lump sum, we will immediately forego the lawsuit being prepared against you and release the UCC Lien ( s ) on the business and its assets. If we do not hear from you, we will commence with litigation efforts against",400
10598379,2024-10-29,Debt collection,I do not know,ENCORE CAPITAL GROUP INC.,PA,Web,I would them to provide the following : 1. Proof that I own the debt or are authorized to collect on it. 2. The name and address of the original creditor. 3. The exact amount of the debt owed. 4. A copy of the last billing statement sent by the original creditor. 5. A copy of the signed agreement that created the debt. 6. An account statement showing all charges and payments. 7. Proof that the statute of limitations has not expired on this debt. 8. Proof that you are licensed to collect debts in my state.,97
12880836,2025-04-09,Credit reporting,Credit reporting,"EQUIFAX, INC.",GA,Web,"I am writing to formally file a complaint regarding Equifaxs repeated failure to comply with the Fair Credit Reporting Act ( FCRA ), 15 U.S. Code 1681, and state laws concerning consumer identity theft protections. On [DATE] /year>, I submitted a formal dispute regarding inaccurate and fraudulent accounts appearing on my Equifax credit report, stemming from identity theft. This dispute was assigned Confirmation Number # [REDACTED] . Shockingly, this dispute was marked as completed by Equifax in only [REDACTED] days, closed on [DATE] /year>, without proper verification, thorough investigation, or providing validation of debt from the data furnishers a direct violation of the FCRA. I have also submitted another dispute currently open under Confirmation Number # [REDACTED] , filed on [DATE] /year>. Despite providing detailed FTC identity theft reports and supporting documentation, Equifax continues to disregard my federal rights and has failed to block or remove fraudulent accounts from my credit profile. Violations of Federal Law ( FCRA ) Under 15 U.S. Code 1681i, when a consumer disputes information on their credit report, the credit reporting agency must : Conduct a reasonable reinvestigation within 30 days. Provide written results and, if information is found to be inaccurate, promptly delete or correct it. If identity theft is claimed and the consumer provides an FTC Identity Theft Report and police report ( under 15 U.S. Code 1681c-2 ), the credit bureau must block fraudulent information within [REDACTED] business days. Equifax has failed to do any of the above. Closing a dispute in less than [REDACTED] business days without contacting the furnisher or verifying documentation does not meet the standard of a reasonable investigation and is non-compliant with the FCRA. Violations of State Law Under many state-specific identity theft protection laws ( such as those modeled on the Uniform Credit Reporting Act ), Equifax is also required to : Block or remove fraudulent accounts from the consumers file within [REDACTED] business days upon receipt of an identity theft report. Provide written verification or debt validation if the accounts are allegedly owed by the consumer. Equifax has failed to provide any validation or communication from the furnishers tying these fraudulent accounts to me. These accounts should have been deleted months ago based on the documentation provided. Legal Action and Escalation Due to these ongoing violations and failure to fulfill your legal obligations under the FCRA and state law, I am preparing to escalate this",400
9268091,2024-06-15,Student loan,Federal student loan servicing,"Nelnet, Inc.",MA,Web,"I noticed that my student loan deferment period was set to end on [DATE] and payments set to resume on [DATE] , despite remaining enrolled full-time in university. I initially contacted Nelnet on [DATE] via phone call and they informed me that it was too soon to do anything and to call back in [REDACTED] . I called back on [DATE] and they said that my university had provided them with the incorrect graduation date and to contact my university 's financial aid office ( [REDACTED] ). I called financial aid, who sent me to student accounting, who sent me to the registrar 's office, who sent me back to Nelnet saying that their records did not have me graduating in the [REDACTED] . I called Nelnet again on [DATE] to explain this and find a way to avoid deferment cancellation. Initially, the customer service respondent incorrectly asserted that the deferred periods are lapsed during the summer. I pointed out that my last [REDACTED] years of [REDACTED] school this has not been the case. She put me on hold, returned to say that summer periods are not counted against our deferment schedule as long as we remain enrolled in the Fall ( which I am ). She said there was nothing further to be done at this time and they would contact the university. Today I received notification that my student loans are no longer deferred and I do owe payments effecting [DATE] , despite remaining full-time enrolled at the [REDACTED] for [REDACTED] and [REDACTED] academic quarters. I should not be held liable for any interest accrued during this time, as I have taken every step to ensure my rights as a continuing university student.",285
13284556,2025-05-01,Credit reporting,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,"Earlier today, I found unfamiliar and incorrect accounts on my credit report, which caught me completely off guard. I routinely monitor my report, but this time, some discrepancies suddenly appeared. I tried refreshing my browser thinking it was a simple error, but the false entries remained. Because of this, I ask that my submitted documents be thoroughly reviewed to put an end to this concern.",65
19790104,2026-02-25,Payday/title/personal loan,Title loan,"Skopos Financial, LLC",WA,Web,"Hi there, Its been [REDACTED] years paying this loan, everytime I try to make payments online on my own the company website wont allow it. I have to call them and they have convenient fee [REDACTED] . Their website [REDACTED] allow me to make payment. Unless its scheduled monthly : (",51
7118927,2023-06-14,Vehicle or consumer loan,Loan,JPMORGAN CHASE & CO.,CA,Web,"This complaint is to JP Morgan and Chase Auto Loan. State farm sent a cashier check off this item in [REDACTED] of [REDACTED] . I have included the necessary paperwork for it in this complaint as well. JPM Chase received the information but has not cashed the check, instead chose to keep adding fees to the item. I communicated with [REDACTED] through [REDACTED] - [REDACTED] , and they sent another Cashier check for the payoff on [DATE] . The cashier check was delivered on [DATE] at [REDACTED] Signed by [REDACTED] , with tracking number [REDACTED] . JPM Chase Auto has still yet to cash the check. They have instead decided to keep hitting my credit report with late payment and charge offs and included fees. I have disputed this item with the Credit Bureaus and with JPMorgan Chase Auto which states that the information is valid, despite the fact I have included all of the paperwork that I am sending into the CFPB as well. I feel that this is my last option to get this corrected. I am attempting to get a home loan, and this item violates the FCRA, and FCBA from what I have read online, they are refusing to cash they payout at our agreed upon amount, and instead, choose the add late fees. The cashier check was received ( as stated in the [REDACTED] I have uploaded ). I have also attached a Credit report ( dated [REDACTED] ) of the item in question : JPMCB Auto - Account [REDACTED] . One can clearly see the increased fees from the payout due to them refusing to cash the check. My loan officer said that this inaccurate item is preventing them from refinancing my home. I turn to the CFPB for them to conduct an investigation on this item so they can get JPM Chase to cash the check as we agreed and report a [REDACTED] dollar balance to my report.",325
8016723,2023-12-17,Student loan,Federal student loan servicing,"Nelnet, Inc.",GA,Web,"Per [REDACTED] , enacted in [REDACTED] , is a federal law designed to safeguard the privacy of student education records. As per Section 20 USC 1232g ( b ), [REDACTED] applies to any public or private elementary, secondary, or post-secondary school. It grants students the right to control the disclosure of their education records, ensuring that such information is not disclosed without their consent. I sent letter to Nelnet on [DATE] to cease reporting my information to the all credit reporting agencies, including [REDACTED] , [REDACTED] , and [REDACTED] effective immediately and indefinitely. I obtained my credit report on [DATE] and it is still reporting.",105
9499071,2024-07-12,Credit card,Store credit card,"CITIBANK, N.A.",DE,Web,"I have been a customer of Macy 's for over 50 years. Recently, [DATE] /year>, they issued a notice that informed me that my interest rate on purchases will be increased from what was a ridiculously high rate to one that is, I believe, illegal. The rate was based on the Prime rate of 8.5 % plus a add on rate of 24.99 % or a total of 34.99 %. They told me to either accept it or give up my card. I think this is a predatory tactic and as a [REDACTED] senior living in [REDACTED] , I think they should cease and desist this illegal activity. I recently file a similar complaint against Exxon with the exact interest rate boost. Both use Citibank as the intermediary.",128
18255921,2025-12-23,Credit card,General-purpose credit card or charge card,ROBINHOOD MARKETS INC.,PA,Web,"[DATE] I sent a check in the amount of [AMOUNT] to pay down a credit card balance [DATE] email was sent to me by Robinhood Credit team acknowledging they received the check and it would take [REDACTED] business days to fully clear [DATE] bank records show that Robinhood cashed the check for [AMOUNT] - image of check available with proof of deposit to another unknown account [DATE] I asked for an update to when the payment will apply to my account and received a response 2 days later stating they are invesigating with the bank on what happened and they will reach out to me as soon as possible [DATE] and [REDACTED] - [REDACTED] asked for additional updates and on [DATE] they replied back stating they are still investigating the matter Asked for additional updates on [DATE] , [REDACTED] with no response",142
11745383,2025-01-25,Checking or savings account,Checking account,Chime Financial Inc,WA,Web,"I've been with Chime for well over six months, in there requirements to earn more spot me credit, it will go up every time you have a direct deposit of [AMOUNT] or more every month! I receive 2 direct deposits every month [AMOUNT] for SSA, and [AMOUNT] from SSI! They will not honor their own rules, and further more, continually hang up on our conversations, still refusing to do anything about the issue!",73
10449487,2024-10-14,Student loan,Federal student loan servicing,MOHELA,CA,Web,"When switch from Mohela to mohela student aid unable to make payments. I started receiving emails from Mohela to make payments but when click link doesn't work, or when try to log on and ask to change password with my Social, get message that there is no account. Tried to reach Mohela at [REDACTED] and [REDACTED] at [REDACTED] XXXXsame electronic message unable to get through as won't accept my social. So I can't log in, I can't get through on phone so I can't make a payment. I also want to speak to a person to see if there is a forbearance for caregivers. My husband has had [REDACTED] betwee [REDACTED] and [REDACTED] and is now on [REDACTED] for [REDACTED] . He is [REDACTED] and I am [REDACTED] . I am his primary caregiver and also still work full time. Please help!",142
7759284,2023-10-26,Credit reporting,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. 15 U.S.C 1681 section 602 A. States I have the right to privacy. 15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years. 15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.",157
9445126,2024-07-07,Credit card,General-purpose credit card or charge card,ALLY FINANCIAL INC.,FL,Web,"I was contacted by Ally collection department today, which is [REDACTED] [DATE] /year> the agent whom I spoke with from the collections department attempted to collect the payment I had asked why hadnt I been contacted by the complaint that I filed for with the CFPB he told me that the complaint looks as if it was closed out on [DATE] and it stated that it was completed. I have not received a letter and I have not spoken to anyone at the corporation as to how they were going to resolve the initial issue where they were sending me emails after a payment was already posted stating the payment hadnt been made, which prompted me to make additional payment which one of the payments would clear because I only had funding available for one and the other would come back is NSF, once the other came back more than once due to their negligence, they would close the account out and no longer allow me to make payments using the banking account. I have ran out of accounts to use because of their process and have asked that they add my banking account back so that I can make a payment without receiving a late fee was informed that this would happen on multiple occasions and it never happened which is causing me to collect assess of fees. Ive spoken to management and Ive spoken to about 16 agents nothing has been done.",244
11620553,2025-01-19,Money transfer or virtual currency,Domestic (US) money transfer,"Block, Inc.",CA,Web,"I am filing a complaint against Cash App ( Block , Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected. Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulations E. These actions have caused significant inconvenience and financial loss, and I seek appropriate redress for these violations.",102
20757962,2026-03-29,Prepaid card,General-purpose prepaid card,U.S. BANCORP,CA,Web,"I found an unused, [AMOUNT] Master Card gift card that had fallen between file folders in my file cabinet. It is in its original packaging. I dont recall who gave me the gift card. There is no telephone number to call on this gift card. For customer service the card refers me to [REDACTED] , which is an invalid website. The card indicates expiration of [DATE] /year>, but I am in California where law prevents gift card expiration. I called Mastercard gift card services at [REDACTED] and they said they didnt issue this particular Card and it wasnt their problem, that other companies issue Mastercard gift cards, too, but had no information to help me get closer to getting to use this card. I attempted to use the card and it was declined. I have no way to get any information on this card.",144
9271754,2024-06-16,Money transfer or virtual currency,International money transfer,"Remitly, Inc.",TX,Web,"I used Remitly ( Ref [REDACTED] ) to transfer money from USD to [REDACTED] The service initially promised a transfer time of [REDACTED] hours on [REDACTED] [DATE] /year>. However, after debiting the amount from my account, I was informed that the transfer would take 4 days. There was no option to cancel the transaction after this change. This delay has caused significant inconvenience, and I am requesting a refund of the service fee and appropriate compensation for the delay.",79
9073938,2024-05-22,Credit reporting,Credit reporting,"EQUIFAX, INC.",NV,Web,"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. 15 U.S.C 1681 section 602 A. States I have the right to privacy. 15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years. 15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the informationisinaccurate.",155
16262760,2025-09-30,Vehicle or consumer loan,Lease,Bridgecrest Acceptance Corporation,TX,Web,"Bridgecrest is reporting an inflated balance on my auto loan despite over [REDACTED] years of consistent on-time payments. I requested an accounting ledger to see how my payments were applied, but Bridgecrest has refused to provide it to me and my authorized representative. Additionally, I recently discovered that the collateral vehicle was sold under false pretense - I was told and shown the [REDACTED] report that the vehicle had [REDACTED] accidents, but it was actually previously totaled. Details : My account has been in good standing, with timely payments made for over [REDACTED] years. The reported balance remains disproportionately high compared to the original loan terms and payments made. I requested an accounting ledger showing how my payments were credited, but my request was denied. Bridgecrest continues to report the loan as valid and secured despite the underlying misrepresentation. The vehicle was represented as having no accident history, but I was later informed that it had been totaled and has a market value of less than [AMOUNT] . I am paying $ [REDACTED] for a vehicle with no real collateral value. Laws Violated : [REDACTED] - Misrepresentation of accident history. [REDACTED] - Duty to provide evidence of debt when disputed. FCRA 623 ( a ) ( 8 ) - Duty to investigate and furnish accurate information Truth in Lending Act ( 15 U.S.C. 1666 ) - Duty to properly apply payments and provide accurate disclosures.",235
11723823,2025-01-21,Money transfer or virtual currency,Domestic (US) money transfer,"Block, Inc.",NJ,Web,"I am filing a complaint against Cash App ( Block , Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected. Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused significant inconvenience and financial loss, and I seek appropriate redress ( Block, Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected. Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused significant inconvenience and financial loss, and I seek appropriate redres for these violations.",192
16125723,2025-09-23,Money transfer or virtual currency,Mobile or digital wallet,JPMORGAN CHASE & CO.,CA,Web,"On [DATE] /year> I received a text message that said that approximately [AMOUNT] was being transferred using my [REDACTED] to a [REDACTED] I then received a phone call from someone saying they were from Chase bank. They requested all of my information and instructed me to transfer [AMOUNT] via [REDACTED] to their "" representative '' [REDACTED] so that they can test and secure my account. It did not go through, but they requested that I give them a code that "" they '' would text to me to override it. Once I was texted the code, I gave it to them. They then asked if I used any other banking apps and I said [REDACTED] . They asked me to transfer the same amount via [REDACTED] for [REDACTED] , however, it would only let me do [AMOUNT] . They told me they would call me back so that I can physically go to my local Chase branch with them on the phone so they can instruct me on how to withdraw money so they can "" investigate '' employees doing fraudulent activities. I did not go to the bank as I realized I had been scammed.",196
6437606,2023-01-15,Mortgage,Reverse mortgage,"EQUIFAX, INC.",AL,Web,Do to my understanding my personal information have been stolen dealing with this company why the tried to sale the property an other property belongs to me realize that was my property refuse to provide me documents my personal information fraudulent some force they changed the deeds to the property do identity theft all the property belongs to me someone stole my personal information to uptain an change the personal information on all legal documents fraudulent activity happened with these something needs be did about my property I don't know which mortgage company they dealing with fraudulent companies,98
12576685,2025-03-20,Credit reporting,Credit reporting,Experian Information Solutions Inc.,IL,Web,"To Whom It May Concern : Upon reviewing the copy of my credit report, I have identified the following item ( s ) that contain inaccuracies : 1. The following personal information is incorrect Former : [REDACTED] 2. The following personal information is incorrect Also Known As : [REDACTED] 3. The following personal information is incorrect Previous Address ( es ) : [REDACTED] IL [REDACTED] 4. The following personal information is incorrect Previous Address ( es ) : [REDACTED] IL [REDACTED] 5. The following personal information is incorrect Previous Address ( es ) : [REDACTED] IL [REDACTED] 6. The following personal information is incorrect Previous Address ( es ) : [REDACTED] IL [REDACTED] 7. The following personal information is incorrect Previous Address ( es ) : [REDACTED] IL [REDACTED] 8. The following personal information is incorrect Previous Address ( es ) : [REDACTED] IL [REDACTED] 9. The inquiry was not authorized [REDACTED] Date of inquiry : [DATE] /year> Please remove it from my credit report. 10. 15 USC 1681i ( 4 ) client privacy information. Delete this item immediately [REDACTED] Account Number : [REDACTED] Please remove this inaccurate information from my credit report. 11. violation of 15 USC 1692g. Validate this account. You have 30 days to verify if you fail to this must be deleted. [REDACTED] Account Number : [REDACTED] Please remove this inaccurate information from my credit report. 12. violation of 15 USC 1692g. Validate this account. You have 30 days to verify if you fail to this must be deleted. [REDACTED] Account Number : [REDACTED] Please remove this inaccurate information from my credit report. 13. violation of 15 USC 1681g - Failure to provide full disclosure. remove from my credit report [REDACTED] Account Number : [REDACTED] Please remove this inaccurate information from my credit report. 14. violation 15 U.S. Code 1681s2 - Responsibilities of furnishers of information to consumer reporting agencies. Delete immediately [REDACTED] Account Number : [REDACTED] Please remove this inaccurate information from my credit report. 15. violation of 15 USC 1692g. Validate this account. You have 30 days to verify if you fail to this must be deleted. [REDACTED] Account Number : [REDACTED] Please remove this inaccurate information from my credit report. 16. violation of 15 USC 1692g. Validate this account. You have 30 days to verify if you fail to this must be deleted. [REDACTED] Account Number : [REDACTED] Please remove this inaccurate information",400
23284454,2026-06-17,Student loan,Federal student loan servicing,"ECMC GROUP, INC.",TX,Web,"ECMC marked my loans with them defaulted in [DATE] /year>. They were not. They had been in repayment through a negotiated schedule with the bankruptcy trustee. The bankrupty was discharged in [REDACTED] and ECMC never reached out to me. They put the loans in default. In addition, I had a pending ( since [DATE] ) borrower defense application which shielded me from payments, collections and credit reporting until the case is complete. It is pending to this day. In addition, there was still a pause on student loan payments from the government from Covid. I am about to apply for loan rehabilitation or consolidation. I dont want this incorrect, negative credit entry on my credit report.",116
12067976,2025-02-12,Money transfer or virtual currency,Domestic (US) money transfer,"Early Warning Services, LLC",IL,Web,"I am to formally express my concerns regarding Zelle 's handling of disputes, particularly in light of the recent CFPB lawsuit highlighting significant issues with the platform. Despite using Zelle numerous times and reporting discrepancies, my financial institution and Zelle failed to investigate my claims adequately. They informed me that recovering lost funds was impossible and that tracking these transactions was unfeasible. The CFPB 's findings indicate that Zelle has not only neglected to protect consumers but has also allowed repeat offenders to exploit the system, leaving user vulnerable to scams. The lack of accountability and transparency is unacceptable and raises serious concerns about consumers safety.",106
11247866,2024-12-22,Vehicle or consumer loan,Loan,"Westlake Services, LLC",TN,Web,I ASK THEM TO REMOVE THIS DEBT THAT IS SHOWING UP ON MY CREDIT REPORT AS A CHARGE OFF OR SOLD AND I HAVE BEEN DOING THIS FOR OVER 5 YEARS AND STILL IS NOT REMOVED. I ALSO ASKED FOR A 1099C SINCE THIS WAS A CHARGE OFF OR SOLD AND RECEIVED NOTHING AS OF TODAY.,56
9330812,2024-06-26,Credit card,General-purpose credit card or charge card,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,Web,"Bank of America closed my credit card account that I've had for nearly 12 years with them ( my oldest account on my credit history ). They did not notify of the closure before or after closing. There had been inactivity on the card for a while, but no communication that they were about to close the card if there's no activity in [REDACTED] days/months. I recently discontinued using my card from another bank and planned on beginning to use my Bank of America card again. Unfortunately, I found out the hard way that it was closed whenever I tried to use it and my purchase was declined.",108
21173994,2026-04-12,Payday/title/personal loan,Installment loan,"Affirm Holdings, Inc",CA,Web,"On [DATE] , I made a purchase totaling [AMOUNT] for merchandise using Affirm. The purchase was split into four payments of [AMOUNT] . On [DATE] , I received a notification stating that the package had been delivered to my mailbox. However, when I checked, no package was present. I immediately contacted the merchant to report that I did not receive the item and requested either a replacement or a refund. The merchant failed to address my concerns properly and did not provide a resolution. I also contacted my local post office and obtained written confirmation stating they could not verify that the package was delivered to the correct address. After receiving no resolution from the merchant, I filed a dispute with Affirm. Affirm denied my dispute, stating that, under the merchants policy, they could not issue a refund. I submitted two additional disputes with Affirm and received the same response each time. On [DATE] , I filed a dispute with my bank. On [DATE] , my bank determined that I am not liable for these charges. Despite this, Affirm continues to hold me responsible for the loan balance and has sent the account to collections, even though I never received the merchandise.",202
11944094,2025-02-05,Debt or credit management,Debt settlement,"Americor Funding, LLC",WI,Web,"I was given a speech over the phone that made it sound so good to be debt free. I was being bothered at my part time job from Credit 9 through phone calls pressuring me to sign the paperwork that they had sent to me through my e-mail. I only had a short time to sign. I replied to the e-mail I was at work and I did not have time to read what was sent to me. This needs to be done now and that I was making the right choice with them. Not knowing how Debt Settlements work, my credit dropped and now I'm trying to rebuild it. I'm a single person and support myself and I'm on [REDACTED] . The due dates did not match my pay period and it was drawing my bank account over drawn. They divided the payment up in [REDACTED] . [AMOUNT] every 2 weeks. I did call and speak with them on the phone that the payment due date doe 's not match up with my pay schedule and they were over drawing my account and I had to pay fee 's because of this. They did not care. They said paperwork was sighed. Remember I was being pressured to sign while I was at work. I made a few payments when I could but never caught up. I did call 2x month to Credit 9. it is In collections it is now. [REDACTED] . [REDACTED] , NY [REDACTED] Reference # [REDACTED] . [REDACTED]",252
21443970,2026-04-21,Student loan,Federal student loan servicing,MOHELA,CT,Web,"* * Complaint against MOHELA regarding improper administrative forbearance, interest accrual, and [REDACTED] * * I am filing a complaint against MOHELA regarding my federal student loans and their mishandling of my repayment status under an income-driven repayment plan. I am enrolled in the [REDACTED] repayment plan and have been working toward Public Service Loan Forgiveness ( PSLF ). Despite this, MOHELA has placed my account into administrative forbearance for approximately [REDACTED] months. I did not request this forbearance. During this period : * [REDACTED] has continued to accrue on my loans * I have been unable to make qualifying payments toward [REDACTED] * My progress toward loan forgiveness has been effectively paused through no fault of my own This situation appears to be the result of servicer error, mismanagement, or failure to properly process my repayment plan. The recent end of the [REDACTED] plan does not apply to my account, as I am enrolled in [REDACTED] , making this forbearance inappropriate and unjustified. I have attempted to resolve this issue directly with MOHELA, including phone calls and escalation requests, but have not received a clear explanation or timely resolution. * * This issue is causing concrete harm : * * * Loss of qualifying [REDACTED] payment months * Accrued interest that would not have occurred under proper PAYE repayment * Uncertainty and administrative burden due to lack of communication * * I am requesting the following actions : * * [REDACTED] . [REDACTED] removal of the administrative forbearance and placement back into the [REDACTED] repayment plan [REDACTED] . A full review of my account and written explanation of why this forbearance was applied [REDACTED] . Retroactive correction so that the past 15 months are treated as qualifying payments toward [REDACTED] , or clear guidance on how these months will be credited ( including eligibility for PSLF buyback if necessary ) [REDACTED] . Reversal of improperly accrued interest associated with this period of administrative forbearance [REDACTED] . [REDACTED] that my [REDACTED] progress will not be negatively impacted by MOHELAs servicing errors I request a timely investigation and resolution of this issue. Please provide a written response detailing the corrective actions taken.",361
13960133,2025-06-08,Debt or credit management,Credit repair services,"EQUIFAX, INC.",MI,Web,"I received a letter in [REDACTED] stating my old employer [REDACTED] , leaked a bunch of Social Security numbers from its database. Mine was [REDACTED] . Ever since then I have had nothing but problems! Everything on my credit report even the inquiries. I didnt make anything since [DATE] /year>. So, anything after that is fraud! I have had all my socials hacked, [REDACTED] , [REDACTED] , and Now [REDACTED] ! My banks have disputed and blocked them all, hopefully. I dont know what to do about all this!? I have no clue who or what to press charges against?",100
